dataset,condition,split,num_rows,num_image_clusters,risk,risk_label,method,method_label,aurc,oracle_aurc,random_aurc,excess_aurc,normalized_aurc,numerical_reference,absolute_error_mean,absolute_error_median,absolute_error_p95,absolute_error_max,spearman_rho,kendall_tau_b,exact_match_fraction
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_qfr_entropy,QFR-Entropy,0.043265919522,0.0127149334903,0.0623331265614,0.0305509860318,0.615721454991,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_plm10_entropy,PLM-10/PLA-10-Entropy,0.0726587444297,0.0127149334903,0.0623331265614,0.0599438109394,1.20810144887,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_mmmc_entropy,MMMC-Entropy,0.0411296973257,0.0127149334903,0.0623331265614,0.0284147638354,0.572668250831,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_foreground_entropy,Foreground entropy,0.0411231238724,0.0127149334903,0.0623331265614,0.0284081903821,0.572535770124,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_m2,Dice-M2,0.0713794193017,0.0127149334903,0.0623331265614,0.0586644858114,1.18231806078,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_m8,Dice-M8,0.04916556029,0.0127149334903,0.0623331265614,0.0364506267997,0.734622213015,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_m32,Dice-M32,0.0434290789414,0.0127149334903,0.0623331265614,0.0307141454511,0.619009753279,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd_m2,nHD-M2,0.0589479749546,0.0127149334903,0.0623331265614,0.0462330414643,0.931775999945,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd_m8,nHD-M8,0.0340917111127,0.0127149334903,0.0623331265614,0.0213767776224,0.430825394867,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd_m32,nHD-M32,0.028113974829,0.0127149334903,0.0623331265614,0.0153990413388,0.310350707788,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd95_m2,nHD95-M2,0.0586936300052,0.0127149334903,0.0623331265614,0.045978696515,0.926649957789,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd95_m8,nHD95-M8,0.0335660974393,0.0127149334903,0.0623331265614,0.0208511639491,0.420232230529,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_nhd95_m32,nHD95-M32,0.0272408719961,0.0127149334903,0.0623331265614,0.0145259385059,0.292754282387,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_sdc,SDC,0.219572015232,0.18838184426,0.237241404157,0.0311901709725,0.638363731444,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_mean_max_probability,Mean max probability,0.287474888187,0.18838184426,0.237241404157,0.0990930439277,2.02811986307,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_negative_entropy,Negative entropy,0.28714272026,0.18838184426,0.237241404157,0.0987608760008,2.02132144066,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_dice_exact,Dice-Exact,0.221136151541,0.18838184426,0.237241404157,0.0327543072809,0.67037663356,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_qfr_entropy,QFR-Entropy,0.221638200705,0.18838184426,0.237241404157,0.0332563564456,0.680651985318,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_plm10_entropy,PLM-10/PLA-10-Entropy,0.248124831756,0.18838184426,0.237241404157,0.0597429874965,1.22274919427,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_mmmc_entropy,MMMC-Entropy,0.240131615465,0.18838184426,0.237241404157,0.0517497712058,1.05915344541,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_foreground_entropy,Foreground entropy,0.222698144924,0.18838184426,0.237241404157,0.0343163006648,0.702345676818,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_dice_m2,Dice-M2,0.221592572888,0.18838184426,0.237241404157,0.0332107286286,0.679718128829,confidence_dice_exact,0.0446213925723,0.0443135804992,0.0515657791188,0.0962938624139,0.99060075797,0.932257902407,0
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_dice_m8,Dice-M8,0.221361121446,0.18838184426,0.237241404157,0.0329792771859,0.67498105295,confidence_dice_exact,0.00956577392308,0.00987276708451,0.0118280773573,0.0136553885929,0.999492986944,0.9855269109,0
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_dice_m32,Dice-M32,0.221289101674,0.18838184426,0.237241404157,0.0329072574148,0.67350703699,confidence_dice_exact,0.00145829683205,0.00143037072797,0.00234723074422,0.00440960273002,0.999837995828,0.994271068898,0
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_nhd_m2,nHD-M2,0.231493014139,0.18838184426,0.237241404157,0.0431111698789,0.882348714762,,,,,,,,
